Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Category,Community
GRAD CENTER D,GRADCTR D FL 2,GRADCTR D 240,GRADCTR D 240 245,GRADCTR D 240 245‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 2,GRADCTR D 240,GRADCTR D 240 246,GRADCTR D 240 246‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 310,GRADCTR D 310 311,GRADCTR D 310 311‐1,Single (Suite/Apartment),5.0,Male,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 310,GRADCTR D 310 312,GRADCTR D 310 312‐1,Single (Suite/Apartment),5.0,Male,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 310,GRADCTR D 310 314,GRADCTR D 310 314‐1,Single (Suite/Apartment),5.0,Male,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 310,GRADCTR D 310 315,GRADCTR D 310 315‐1,Single (Suite/Apartment),5.0,Male,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 320,GRADCTR D 320 322,GRADCTR D 320 322‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 320,GRADCTR D 320 324,GRADCTR D 320 324‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 320,GRADCTR D 320 325,GRADCTR D 320 325‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 320,GRADCTR D 320 326,GRADCTR D 320 326‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 330,GRADCTR D 330 331,GRADCTR D 330 331‐1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 330,GRADCTR D 330 333,GRADCTR D 330 333‐1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 330,GRADCTR D 330 334,GRADCTR D 330 334‐1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 330,GRADCTR D 330 335,GRADCTR D 330 335‐1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 340,GRADCTR D 340 342,GRADCTR D 340 342‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 340,GRADCTR D 340 343,GRADCTR D 340 343‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 340,GRADCTR D 340 344,GRADCTR D 340 344‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 340,GRADCTR D 340 345,GRADCTR D 340 345‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 3,GRADCTR D 340,GRADCTR D 340 346,GRADCTR D 340 346‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 4,GRADCTR D 420,GRADCTR D 420 425,GRADCTR D 420 425‐1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 4,GRADCTR D 430,GRADCTR D 430 431,GRADCTR D 430 431‐1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 4,GRADCTR D 430,GRADCTR D 430 432,GRADCTR D 430 432‐1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 4,GRADCTR D 430,GRADCTR D 430 433,GRADCTR D 430 433‐1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 4,GRADCTR D 430,GRADCTR D 430 434,GRADCTR D 430 434‐1,Single (Suite/Apartment),5.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 4,GRADCTR D 440,GRADCTR D 440 441,GRADCTR D 440 441‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 4,GRADCTR D 440,GRADCTR D 440 442,GRADCTR D 440 442‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 4,GRADCTR D 440,GRADCTR D 440 443,GRADCTR D 440 443‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 4,GRADCTR D 440,GRADCTR D 440 444,GRADCTR D 440 444‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
GRAD CENTER D,GRADCTR D FL 4,GRADCTR D 440,GRADCTR D 440 446,GRADCTR D 440 446‐1,Single (Suite/Apartment),6.0,DynamicGender,Spring General Housing Selection
