Building,Floor,Suite,Room,Bed,Room Type,"Suite Size (ifapplicable)",Room Category,Community
BARBOUR HALL,BARBOUR FL 2,BARBOUR 205,BARBOUR 205,BARBOUR 205-3,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 290,BARBOUR 290 291,BARBOUR 290 291-1,Double (Suite/Apartment),4.0,Female,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 2 A,BARBOUR 290,BARBOUR 290 291,BARBOUR 290 291-2,Double (Suite/Apartment),4.0,Female,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 301,BARBOUR 301,BARBOUR 301-2,Double,,Male,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 302/30,BARBOUR 302,BARBOUR 302-1,Double,,Female,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 302/30,BARBOUR 302,BARBOUR 302-2,Double,,Female,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 303,BARBOUR 303,BARBOUR 303-1,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 303,BARBOUR 303,BARBOUR 303-2,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 303,BARBOUR 303,BARBOUR 303-3,Triple,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 306,BARBOUR 306,BARBOUR 306-1,Double,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 306,BARBOUR 306,BARBOUR 306-2,Double,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 308,BARBOUR 308,BARBOUR 308-1,Double,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3,BARBOUR 308,BARBOUR 308,BARBOUR 308-2,Double,,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 350,BARBOUR 350 352,BARBOUR 350 352-1,Triple (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 350,BARBOUR 350 352,BARBOUR 350 352-2,Triple (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 350,BARBOUR 350 352,BARBOUR 350 352-3,Triple (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 350,BARBOUR 350 355,BARBOUR 350 355-1,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BARBOUR HALL,BARBOUR FL 3 A,BARBOUR 350,BARBOUR 350 355,BARBOUR 350 355-2,Double (Suite/Apartment),5.0,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 1,BUXTON 101,BUXTON 101,BUXTON 101-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 1,BUXTON 101,BUXTON 101,BUXTON 101-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 1,BUXTON 102,BUXTON 102,BUXTON 102-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 1,BUXTON 102,BUXTON 102,BUXTON 102-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 201,BUXTON 201,BUXTON 201-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 201,BUXTON 201,BUXTON 201-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 202,BUXTON 202,BUXTON 202-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 202,BUXTON 202,BUXTON 202-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 214,BUXTON 214,BUXTON 214-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 214,BUXTON 214,BUXTON 214-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 216A,BUXTON 216A,BUXTON 216A-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 216B,BUXTON 216B,BUXTON 216B-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 218,BUXTON 218,BUXTON 218-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 218,BUXTON 218,BUXTON 218-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 219,BUXTON 219,BUXTON 219-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 219,BUXTON 219,BUXTON 219-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 220,BUXTON 220,BUXTON 220-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 2,BUXTON 220,BUXTON 220,BUXTON 220-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 301,BUXTON 301,BUXTON 301-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 301,BUXTON 301,BUXTON 301-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 302,BUXTON 302,BUXTON 302-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 302,BUXTON 302,BUXTON 302-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 307,BUXTON 307,BUXTON 307-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 312,BUXTON 312,BUXTON 312-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 314,BUXTON 314,BUXTON 314-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 314,BUXTON 314,BUXTON 314-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 316A,BUXTON 316A,BUXTON 316A-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 316B,BUXTON 316B,BUXTON 316B-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 317,BUXTON 317,BUXTON 317-1,Single,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 318,BUXTON 318,BUXTON 318-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 318,BUXTON 318,BUXTON 318-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 319,BUXTON 319,BUXTON 319-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 319,BUXTON 319,BUXTON 319-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 320,BUXTON 320,BUXTON 320-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 3,BUXTON 320,BUXTON 320,BUXTON 320-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 4,BUXTON 414,BUXTON 414,BUXTON 414-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 4,BUXTON 414,BUXTON 414,BUXTON 414-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 4,BUXTON 418,BUXTON 418,BUXTON 418-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 4,BUXTON 418,BUXTON 418,BUXTON 418-2,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 4,BUXTON 420,BUXTON 420,BUXTON 420-1,Double,,CoEd,Spring General Housing Selection
BUXTON HOUSE,BUXTON FL 4,BUXTON 420,BUXTON 420,BUXTON 420-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 107,CHAPIN 107,CHAPIN 107-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 107,CHAPIN 107,CHAPIN 107-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 108,CHAPIN 108,CHAPIN 108-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 108,CHAPIN 108,CHAPIN 108-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 109,CHAPIN 109,CHAPIN 109-1,Single,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 110,CHAPIN 110,CHAPIN 110-1,Single,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 213,CHAPIN 213,CHAPIN 213-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 213,CHAPIN 213,CHAPIN 213-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 214,CHAPIN 214,CHAPIN 214-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 214,CHAPIN 214,CHAPIN 214-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 220,CHAPIN 220,CHAPIN 220-1,Single,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 301,CHAPIN 301,CHAPIN 301-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 301,CHAPIN 301,CHAPIN 301-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 302,CHAPIN 302,CHAPIN 302-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 302,CHAPIN 302,CHAPIN 302-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 303,CHAPIN 303,CHAPIN 303-1,Single,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 304,CHAPIN 304,CHAPIN 304-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 304,CHAPIN 304,CHAPIN 304-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 306A,CHAPIN 306A,CHAPIN 306A-1,Single,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 306B,CHAPIN 306B,CHAPIN 306B-1,Single,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 307,CHAPIN 307,CHAPIN 307-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 307,CHAPIN 307,CHAPIN 307-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 308,CHAPIN 308,CHAPIN 308-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 308,CHAPIN 308,CHAPIN 308-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 313,CHAPIN 313,CHAPIN 313-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 313,CHAPIN 313,CHAPIN 313-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 314,CHAPIN 314,CHAPIN 314-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 314,CHAPIN 314,CHAPIN 314-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 317,CHAPIN 317,CHAPIN 317-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 317,CHAPIN 317,CHAPIN 317-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 323,CHAPIN 323,CHAPIN 323-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 323,CHAPIN 323,CHAPIN 323-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 324,CHAPIN 324,CHAPIN 324-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 324,CHAPIN 324,CHAPIN 324-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 326A,CHAPIN 326A,CHAPIN 326A-1,Single,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 328,CHAPIN 328,CHAPIN 328-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 328,CHAPIN 328,CHAPIN 328-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 329,CHAPIN 329,CHAPIN 329-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 329,CHAPIN 329,CHAPIN 329-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 330,CHAPIN 330,CHAPIN 330-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 330,CHAPIN 330,CHAPIN 330-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 402,CHAPIN 402,CHAPIN 402-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 402,CHAPIN 402,CHAPIN 402-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 404,CHAPIN 404,CHAPIN 404-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 404,CHAPIN 404,CHAPIN 404-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 406,CHAPIN 406,CHAPIN 406-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 406,CHAPIN 406,CHAPIN 406-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 407,CHAPIN 407,CHAPIN 407-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 407,CHAPIN 407,CHAPIN 407-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 426,CHAPIN 426,CHAPIN 426-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 426,CHAPIN 426,CHAPIN 426-2,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 428,CHAPIN 428,CHAPIN 428-1,Double,,CoEd,Spring General Housing Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 428,CHAPIN 428,CHAPIN 428-2,Double,,CoEd,Spring General Housing Selection
DANOFF HALL,DANOFF FL 5,DANOFF 515,DANOFF 515 515B,DANOFF 515 515B-1,Single (Suite/Apartment),4.0,Female,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 115,DIMAN 115,DIMAN 115-1,Triple,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 115,DIMAN 115,DIMAN 115-2,Triple,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 115,DIMAN 115,DIMAN 115-3,Triple,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 117,DIMAN 117,DIMAN 117-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 117,DIMAN 117,DIMAN 117-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 121,DIMAN 121,DIMAN 121-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 121,DIMAN 121,DIMAN 121-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 127,DIMAN 127,DIMAN 127-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 127,DIMAN 127,DIMAN 127-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 128,DIMAN 128,DIMAN 128-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 128,DIMAN 128,DIMAN 128-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 201,DIMAN 201,DIMAN 201-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 201,DIMAN 201,DIMAN 201-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 202,DIMAN 202,DIMAN 202-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 202,DIMAN 202,DIMAN 202-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 215,DIMAN 215,DIMAN 215-1,Triple,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 215,DIMAN 215,DIMAN 215-2,Triple,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 215,DIMAN 215,DIMAN 215-3,Triple,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 217,DIMAN 217,DIMAN 217-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 217,DIMAN 217,DIMAN 217-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 221,DIMAN 221,DIMAN 221-1,Triple,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 221,DIMAN 221,DIMAN 221-2,Triple,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 221,DIMAN 221,DIMAN 221-3,Triple,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 227,DIMAN 227,DIMAN 227-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 227,DIMAN 227,DIMAN 227-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 228,DIMAN 228,DIMAN 228-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 228,DIMAN 228,DIMAN 228-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 231,DIMAN 231,DIMAN 231-2,Double,,Female,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 233,DIMAN 233,DIMAN 233-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 233,DIMAN 233,DIMAN 233-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 234,DIMAN 234,DIMAN 234-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 234,DIMAN 234,DIMAN 234-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 301,DIMAN 301,DIMAN 301-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 301,DIMAN 301,DIMAN 301-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 302,DIMAN 302,DIMAN 302-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 302,DIMAN 302,DIMAN 302-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 306A,DIMAN 306A,DIMAN 306A-1,Single,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 306B,DIMAN 306B,DIMAN 306B-1,Single,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 307,DIMAN 307,DIMAN 307-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 307,DIMAN 307,DIMAN 307-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 308,DIMAN 308,DIMAN 308-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 308,DIMAN 308,DIMAN 308-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 310,DIMAN 310,DIMAN 310-1,Single,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 317,DIMAN 317,DIMAN 317-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 317,DIMAN 317,DIMAN 317-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 321,DIMAN 321,DIMAN 321-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 321,DIMAN 321,DIMAN 321-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 323,DIMAN 323,DIMAN 323-1,Single,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 326,DIMAN 326,DIMAN 326-1,Single,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 327,DIMAN 327,DIMAN 327-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 327,DIMAN 327,DIMAN 327-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 328,DIMAN 328,DIMAN 328-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 328,DIMAN 328,DIMAN 328-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 331,DIMAN 331,DIMAN 331-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 331,DIMAN 331,DIMAN 331-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 333,DIMAN 333,DIMAN 333-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 333,DIMAN 333,DIMAN 333-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 334,DIMAN 334,DIMAN 334-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 334,DIMAN 334,DIMAN 334-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 402,DIMAN 402,DIMAN 402-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 402,DIMAN 402,DIMAN 402-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 404,DIMAN 404,DIMAN 404-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 404,DIMAN 404,DIMAN 404-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 406,DIMAN 406,DIMAN 406-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 406,DIMAN 406,DIMAN 406-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 407,DIMAN 407,DIMAN 407-1,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 407,DIMAN 407,DIMAN 407-2,Double,,CoEd,Spring General Housing Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 427,DIMAN 427,DIMAN 427-1,Double,,CoEd,Spring General Housing Selection
